price,volume,time,buy/sell,market/limit,miscellaneous
2890.76000,0.13321559,1647777426.2947729,s,l,
2890.76000,0.09000000,1647777426.365995,s,l,
2890.76000,0.12164076,1647777426.370082,s,l,
2890.36000,0.51839615,1647777426.371519,s,l,
2890.00000,0.03000000,1647777426.4963925,s,l,
2890.00000,0.00850699,1647777426.498306,s,l,
2890.00000,0.00850699,1647777426.499876,s,l,
2890.00000,0.24216950,1647777426.5009897,s,l,
2890.00000,0.11906381,1647777426.5022144,s,l,
2890.00000,0.95000000,1647777426.5037644,s,l,
2890.00000,0.01810622,1647777426.5050776,s,l,
2890.00000,0.45416281,1647777426.5062451,s,l,
2890.00000,1.23433097,1647777426.6265352,s,l,
2890.00000,0.36535672,1647777426.628283,s,l,
2890.00000,0.11719377,1647777426.6299903,s,l,
2890.00000,0.05000000,1647777426.6323497,s,l,
2890.00000,0.09000000,1647777426.635086,s,l,
2890.00000,0.01000000,1647777426.6365511,s,l,
2890.00000,2.09056922,1647777426.6386504,s,l,
2890.00000,0.74254932,1647777426.639929,s,l,
2890.00000,1.26750092,1647777426.6494203,s,m,
2890.00000,0.20000000,1647777426.65077,s,m,
2889.90000,1.94976776,1647777426.6516852,s,m,
2889.90000,4.08811249,1647777426.6551313,s,m,
2889.90000,0.86628700,1647777426.6580646,s,m,
2889.90000,0.41892911,1647777426.6597354,s,m,
2889.90000,2.00000000,1647777426.6612914,s,m,
2889.90000,0.30000000,1647777426.662903,s,m,
2889.90000,0.02299464,1647777426.6646633,s,m,
2889.85000,0.02585211,1647777426.6659513,s,m,
2889.69000,0.01323536,1647777426.667322,s,m,
2889.37000,0.00347108,1647777426.6684442,s,m,
2889.28000,0.03459890,1647777426.6702187,s,m,
2889.03000,0.02890628,1647777426.671661,s,m,
2888.97000,0.01359274,1647777426.6727266,s,m,
2888.90000,0.26055517,1647777426.6739042,s,m,
2888.90000,0.00179339,1647777426.6761587,s,m,
2888.90000,0.12109748,1647777426.6782963,s,m,
2888.90000,0.27088993,1647777426.6801157,s,m,
2888.90000,0.00752130,1647777426.6819687,s,m,
2888.90000,0.41027551,1647777426.6838663,s,m,
2888.90000,1.36900000,1647777426.687126,s,m,
2888.90000,4.90000000,1647777426.6909277,s,l,
2888.90000,0.20000000,1647777426.8259013,s,m,
2888.90000,0.25000000,1647777426.8298652,s,m,
2888.90000,0.25000000,1647777426.8321154,s,m,
2888.90000,2.15735291,1647777427.0418959,s,l,
2888.90000,10.56667785,1647777427.3092504,s,l,
2888.51000,0.03496967,1647777427.3107893,s,l,
2888.45000,0.02159515,1647777427.3121073,s,l,
2888.45000,0.04900000,1647777427.313507,s,l,
2888.41000,0.01041722,1647777427.3159606,s,l,
2888.40000,0.00168392,1647777427.3181121,s,l,
2888.00000,0.00791370,1647777428.0814302,s,m,
2888.00000,0.05056096,1647777428.0827265,s,m,
2888.00000,0.94943904,1647777428.2050366,s,m,
2888.00000,0.99208630,1647777428.2065651,s,m,
2888.00000,0.01000000,1647777428.2077844,s,m,
2887.59000,31.85527914,1647777428.20932,s,m,
2887.49000,29.61534310,1647777428.2106838,s,m,
2887.49000,4.06179080,1647777428.3764243,s,l,
2887.49000,0.00867014,1647777428.3778596,s,l,
2887.31000,0.12915109,1647777428.3796012,s,l,
2887.23000,0.03511310,1647777428.381089,s,l,
2887.10000,0.01907920,1647777428.382612,s,l,
2886.77000,0.00907053,1647777428.3836596,s,l,
2886.11000,0.01462709,1647777428.3853729,s,l,
2886.00000,0.00866250,1647777428.3872173,s,l,
2885.79000,0.01482404,1647777429.1593683,s,l,
2885.66000,0.01730441,1647777429.1609018,s,l,
2885.33000,1.45170582,1647777429.3880084,s,l,
2885.32000,2.00000000,1647777429.3889344,s,l,
2885.00000,0.20000000,1647777430.0977714,s,l,
2884.85000,0.03466385,1647777430.0994115,s,l,
2885.06000,2.16948368,1647777430.346071,s,l,
2885.06000,1.83051632,1647777430.3472621,s,l,
2884.59000,1.34756665,1647777430.3483868,s,l,
2884.42000,0.01700585,1647777430.3496761,s,l,
2884.19000,0.01996955,1647777430.3515,s,l,
2884.00000,0.01040255,1647777430.3528218,s,l,
2883.95000,0.02011512,1647777430.354828,s,l,
2883.67000,3.46565618,1647777430.356414,s,l,
2883.17000,0.01270971,1647777430.3578267,s,l,
2882.96000,0.00442119,1647777430.3591297,s,l,
2882.80000,0.02101185,1647777430.3603811,s,l,
2882.47000,0.10535457,1647777430.361501,s,l,
2882.45000,0.97574987,1647777430.3625214,s,l,
2885.06000,0.25000000,1647777430.4532998,s,l,
2885.94000,0.02078200,1647777430.8045788,b,l,
2885.90000,4.70000000,1647777431.1226444,s,l,
2885.80000,0.00200000,1647777431.1238136,s,l,
2885.79000,0.30000000,1647777431.1253448,s,l,
2885.79000,0.69952132,1647777431.1262956,s,l,
2885.44000,4.29847868,1647777431.1274645,s,l,
2885.44000,0.40152132,1647777431.155885,s,l,
2885.00000,1.99300000,1647777431.1572669,s,l,
2884.65000,3.46466273,1647777431.1583068,s,l,
2884.61000,1.03023815,1647777431.1595411,s,l,
2885.94000,0.02766831,1647777431.3427258,s,l,
2884.61000,2.96976185,1647777431.344474,s,l,
2883.87000,5.24083489,1647777431.3453708,s,l,
2883.97000,0.20123136,1647777431.4622607,s,l,
2885.85000,0.37602372,1647777431.6539896,s,l,
2885.85000,3.67397628,1647777431.7975562,s,l,
2885.80000,0.11906340,1647777431.798906,s,l,
2885.34000,1.76995888,1647777431.7998693,s,l,
2885.34000,1.00000000,1647777431.800818,s,l,
2885.00000,0.00200000,1647777431.8018248,s,l,
2883.97000,1.83775312,1647777431.8033357,s,l,
2883.87000,1.36258447,1647777431.8042998,s,l,
2885.44000,0.01209085,1647777431.9956167,b,l,
2885.33000,1.41207268,1647777432.7610607,s,l,
2885.33000,0.00100000,1647777432.762169,s,l,
2885.06000,0.33590660,1647777432.7636287,s,l,
2885.01000,0.81468989,1647777432.764589,s,l,
2885.34000,0.00100000,1647777433.245853,s,m,
2885.07000,0.09433028,1647777433.247598,s,m,
2885.01000,0.23113191,1647777433.248815,s,m,
2884.08000,1.18067006,1647777433.249953,s,m,
2884.07000,0.01039100,1647777433.2511952,s,m,
2883.88000,1.41554160,1647777433.252232,s,m,
2883.54000,3.72791958,1647777433.2533305,s,m,
2885.91000,0.17933476,1647777433.4103103,b,l,
2885.43000,0.30000000,1647777434.0472574,b,l,
2885.43000,1.32497440,1647777434.405142,b,l,
2885.43000,3.46620341,1647777434.4063394,b,l,
2885.86000,0.63145911,1647777434.4077482,b,l,
2885.90000,6.22500000,1647777434.7562323,b,l,
2886.39000,0.09000000,1647777434.844531,b,l,
2886.39000,0.04870004,1647777434.9545586,b,l,
2886.60000,0.03464300,1647777434.9555464,b,l,
2887.69000,0.00207480,1647777434.956737,b,l,
2888.00000,1.35158216,1647777434.957744,b,l,
2888.00000,1.44144808,1647777435.0201178,b,l,
2888.01000,3.27086176,1647777435.1668286,b,l,
2889.99000,1.12861328,1647777435.3330219,b,l,
2890.00000,1.47079000,1647777435.334829,b,l,
2890.50000,3.50000000,1647777435.336447,b,l,
2890.93000,0.51764092,1647777435.3375366,b,l,
2891.20000,0.02209404,1647777435.3385327,b,l,
2889.49000,0.04100000,1647777435.9369142,b,l,
2889.48000,0.30000000,1647777436.3082025,b,l,
2889.20000,0.03509256,1647777437.4331248,b,l,
2889.20000,1.21271316,1647777437.4502888,b,l,
2890.40000,0.22464018,1647777437.4515367,b,l,
2887.62000,0.01039100,1647777439.0325224,s,l,
2888.58000,0.14449234,1647777439.1729836,s,l,
2886.69000,2.75000000,1647777439.1740935,s,l,
2886.53000,4.05000000,1647777439.1754847,s,l,
2886.39000,0.50000000,1647777439.176768,s,l,
2886.39000,1.99000000,1647777439.17797,s,l,
2886.00000,0.55511666,1647777439.1791058,s,l,
2887.99000,0.05000000,1647777466.7548537,b,m,
2887.99000,0.00564972,1647777468.5364215,b,m,
2889.60000,0.08576870,1647777473.8350618,b,m,
2889.35000,0.03461200,1647777484.310661,b,m,
2889.36000,0.08188411,1647777484.3117206,b,m,
2887.54000,0.08657887,1647777491.2670352,s,l,
2886.53000,0.03899291,1647777500.5568113,s,m,
2886.55000,1.00000000,1647777501.8616345,b,m,
2886.56000,3.15532578,1647777501.8630757,b,m,
2887.20000,0.03076482,1647777510.6535635,b,m,
2887.11000,0.03463300,1647777525.450042,s,m,
2887.11000,0.11100000,1647777525.4511316,s,m,
2887.10000,0.08500000,1647777525.4527116,s,m,
2886.53000,0.75936700,1647777525.4538379,s,m,
2888.00000,0.34626039,1647777538.841803,b,m,
2888.00000,0.00564972,1647777543.1400554,b,m,
2887.18000,0.00564972,1647777597.5842857,b,m,
2887.18000,0.10000000,1647777609.3165114,b,l,
2887.18000,0.21790543,1647777618.1775122,b,l,
2887.18000,0.00058785,1647777618.250948,b,l,
2893.59000,0.05164884,1647777644.3696375,s,l,
2893.59000,0.08299999,1647777644.3708699,s,l,
2893.58000,0.11400000,1647777644.4896119,s,l,
2892.80000,0.00564972,1647777652.3174782,b,m,
2893.59000,18.13302220,1647777654.979994,s,l,
2893.59000,25.94497780,1647777654.9810872,s,l,
2892.90000,0.09400000,1647777690.7649622,s,l,
2892.89000,0.09800000,1647777690.7667785,s,l,
2892.50000,0.23790915,1647777697.5214498,s,l,
2892.50000,0.23439163,1647777697.5231547,s,l,
2892.50000,0.09600000,1647777697.5241416,s,l,
2892.49000,0.09400000,1647777697.52573,s,l,
2889.99000,0.05000000,1647777699.936211,b,l,
2886.46000,1.43866260,1647777702.627444,s,l,
2885.48000,0.72342293,1647777702.6286538,s,l,
2885.43000,0.01094478,1647777702.6298525,s,l,
2885.38000,9.82696969,1647777702.6316888,s,l,
2884.76000,0.02212010,1647777702.8123193,s,l,
2886.48000,0.26000000,1647777703.251131,s,l,
2886.48000,2.70513030,1647777703.357822,s,l,
2885.63000,0.03465400,1647777703.359417,s,l,
2885.44000,1.48936753,1647777703.360428,s,l,
2884.65000,3.74722072,1647777703.3619096,s,l,
2883.94000,0.52808612,1647777704.7867491,s,l,
2883.59000,0.34571384,1647777704.7879229,s,l,
2883.32000,0.17238615,1647777704.7897356,s,l,
2882.89000,0.36060748,1647777704.791025,s,l,
2882.55000,0.32990031,1647777704.792426,s,l,
2882.54000,4.79830610,1647777704.7937257,s,l,
2882.90000,0.34579657,1647777705.5393975,s,l,
2882.54000,8.53543900,1647777705.5411234,s,l,
2883.95000,0.07900000,1647777707.4406016,s,l,
2883.95000,1.18293491,1647777707.4425864,s,l,
2883.94000,0.76548648,1647777707.4436915,s,l,
2883.94000,0.07200000,1647777707.4447794,s,l,
2883.95000,1.16540976,1647777707.5731757,s,l,
2883.73000,2.29959024,1647777707.5743513,s,l,
2883.73000,1.05221644,1647777707.8473368,s,l,
2883.95000,0.85876443,1647777708.4184856,s,l,
2883.95000,0.30874360,1647777708.4262457,s,l,
2883.73000,0.69819332,1647777708.427668,s,l,
2883.60000,1.18367347,1647777708.429011,s,l,
2883.59000,0.14409299,1647777708.4300983,s,l,
2883.48000,2.12069531,1647777708.431099,s,l,
2882.91000,0.59883283,1647777708.432263,s,l,
2882.90000,0.18514227,1647777708.4333239,s,l,
2882.66000,0.76062621,1647777708.4346712,s,l,
2882.91000,0.06300000,1647777708.5939345,s,l,
2883.00000,0.06100000,1647777710.614378,s,l,
2883.04000,0.60584652,1647777712.8613307,b,l,
2883.04000,2.39415348,1647777712.8628979,b,l,
2883.11000,3.00000000,1647777712.8637526,b,l,
2883.11000,1.05000000,1647777712.8729973,b,l,
2883.16000,1.00000000,1647777712.8744824,b,l,
2883.23000,0.72499990,1647777712.8756423,b,l,
2883.23000,1.00000000,1647777712.8767393,b,l,
2883.23000,0.25791711,1647777712.8777897,b,l,
2883.36000,0.57560837,1647777712.878879,b,l,
2883.36000,1.39147462,1647777712.8801165,b,l,
2883.75000,1.35852538,1647777713.321323,b,l,
2883.75000,1.96708299,1647777713.3228576,b,l,
2883.88000,2.67439163,1647777713.3239732,b,l,
2883.11000,1.61000000,1647777713.4597547,s,l,
2883.88000,0.40746392,1647777713.7466998,b,l,
2883.94000,6.45000000,1647777714.0880148,b,l,
2883.94000,4.06000000,1647777714.1479697,b,l,
2885.90000,0.17072000,1647777718.763514,s,m,
2884.92000,0.47078732,1647777718.7647424,s,m,
2884.79000,0.31264588,1647777718.7657518,s,m,
2884.78000,0.33267980,1647777718.766689,s,m,
2884.72000,0.25345164,1647777718.7676346,s,m,
2884.71000,0.12481292,1647777718.7685902,s,m,
2884.63000,0.23059084,1647777718.7695634,s,m,
2884.62000,0.39116300,1647777718.7705674,s,m,
2884.48000,0.19514316,1647777718.7715156,s,m,
2884.36000,0.06800544,1647777718.7724247,s,m,
2888.48000,0.03462600,1647777744.191296,b,l,
2888.49000,0.45927400,1647777744.1923637,b,l,
2887.95000,0.00564972,1647777746.958804,b,m,
2888.08000,0.00791370,1647777759.408978,b,m,
2888.08000,0.76230510,1647777759.4110916,b,m,
2888.08000,0.22978120,1647777759.4122612,b,m,
2885.21000,0.00565507,1647777779.8410685,s,l,
2882.01000,0.00809181,1647777785.56838,b,l,
2882.01000,0.00500000,1647777786.2262125,b,l,
2882.00000,0.00791370,1647777787.1570208,s,l,
2882.00000,0.22444687,1647777787.1585045,s,l,
2882.00000,0.77555313,1647777787.160107,s,l,
2882.00000,0.18076222,1647777787.1615777,s,l,
2882.00000,0.25856282,1647777787.1656582,s,l,
2882.00000,0.55276126,1647777787.176454,s,l,
2882.00000,0.09000000,1647777787.1774368,s,l,
2881.99000,0.09400000,1647777787.1880906,s,l,
2881.56000,0.01046013,1647777787.1894805,s,l,
2881.34000,0.05078747,1647777787.190599,s,l,
2881.28000,0.01125530,1647777787.1917317,s,l,
2880.74000,0.00520700,1647777787.1936715,s,l,
2880.61000,0.00500000,1647777787.1948588,s,l,
2880.54000,0.03181712,1647777787.196549,s,l,
2880.50000,0.02349592,1647777787.198417,s,l,
2880.14000,0.00348220,1647777787.2001867,s,l,
2880.06000,0.00169418,1647777787.2010875,s,l,
2880.00000,0.03000000,1647777787.2025473,s,l,
2880.00000,1.23280068,1647777787.2047272,s,l,
2880.00000,0.33007000,1647777787.2528844,s,m,
2880.00000,2.58693252,1647777787.2574937,s,m,
2880.00000,0.14662801,1647777787.2616704,s,m,
2880.00000,0.70356879,1647777787.2652855,s,l,
2880.00000,0.29643121,1647777787.2677302,s,l,
2880.00000,2.00000000,1647777787.2712607,s,m,
2880.00000,22.70356879,1647777787.2737827,s,m,
2880.00000,3.00000000,1647777787.275813,s,m,
2880.00000,0.20000000,1647777787.2779977,s,m,
2879.97000,0.03471383,1647777787.2788982,s,m,
2879.50000,0.01000000,1647777787.2809284,s,m,
2879.36000,9.05171738,1647777787.2823021,s,m,
2879.36000,4.15532578,1647777787.2858949,s,m,
2879.89000,0.06000000,1647777787.9289584,s,l,
2879.88000,0.05600000,1647777787.930295,s,l,
2879.52000,0.51100000,1647777787.9314432,s,l,
2879.99000,1.00825000,1647777791.4458146,s,m,
2884.80000,1.00000000,1647777801.80161,b,m,
2885.21000,0.00564972,1647777821.5186405,b,m,
2885.60000,0.01000000,1647777830.2491188,b,l,
2885.60000,0.06900000,1647777834.2592852,b,m,
2885.54000,1.00000000,1647777841.4647186,s,m,
2885.53000,1.45608299,1647777841.465704,s,m,
2885.53000,1.11477256,1647777841.4670382,s,m,
2885.46000,0.33700000,1647777841.4677806,s,m,
2885.44000,1.00000000,1647777841.4694839,s,m,
2885.43000,0.03465500,1647777841.4703693,s,m,
2884.78000,3.46527173,1647777841.4713318,s,m,
2884.55000,20.79280966,1647777841.472753,s,m,
2884.23000,6.22500000,1647777841.4742148,s,m,
2884.19000,20.79484357,1647777841.475386,s,m,
2883.29000,2.24990728,1647777841.476943,s,m,
2883.28000,1.14072214,1647777841.4779882,s,m,
2883.20000,3.16344252,1647777841.4790802,s,m,
2883.15000,2.69042122,1647777841.4802485,s,m,
2883.15000,0.60155129,1647777841.481058,s,m,
2883.14000,3.73612004,1647777841.4819744,s,m,
2884.29000,0.00192223,1647777852.3340218,b,l,
2883.99000,0.05000000,1647777868.115846,s,m,
2884.80000,0.00564972,1647777876.2897108,b,m,
2884.80000,0.10635028,1647777879.1644533,b,l,
2884.80000,0.02041400,1647777879.1660862,b,l,
2884.80000,0.20058600,1647777879.1675465,b,l,
2884.80000,0.19052977,1647777879.1692731,b,l,
2884.80000,0.03147023,1647777879.1706698,b,l,
2884.80000,1.33300000,1647777879.1720994,b,l,
2884.82000,0.39371072,1647777879.1738439,b,l,
2884.82000,0.10000000,1647777895.5621572,b,l,
2884.81000,4.70000000,1647777900.9260705,s,l,
2884.81000,18.18728629,1647777900.927383,s,l,
2884.81000,1.55961907,1647777900.9284692,s,l,
2884.81000,0.40746392,1647777900.9299667,s,l,
2884.81000,1.37868042,1647777900.9310162,s,l,
2884.81000,4.05000000,1647777900.9323199,s,l,
2884.81000,51.94771920,1647777900.9335895,s,l,
2884.81000,1.00000000,1647777900.9352262,s,l,
2884.81000,0.08400000,1647777900.9361925,s,l,
2884.81000,0.03463500,1647777900.937629,s,l,
2884.81000,1.99000000,1647777900.9384854,s,l,
2884.81000,14.66059610,1647777900.9394436,s,l,
2884.81000,0.11300000,1647777923.4442246,s,l,
2884.81000,0.01752800,1647777923.4460645,s,l,
2884.81000,0.04000000,1647777923.4470773,s,l,
2884.81000,0.17071999,1647777923.4480886,s,l,
2884.80000,0.07799999,1647777923.8524969,s,l,
2883.19000,4.70000000,1647777951.1697004,s,l,
2883.19000,0.34480000,1647777951.1709428,s,l,
2883.19000,0.07600000,1647777951.373802,s,l,
2883.18000,0.10100000,1647777951.3756597,s,l,
2882.86000,0.30353271,1647777951.8045933,s,l,
2882.86000,0.37689688,1647777951.8058546,s,l,
2882.86000,0.03057040,1647777951.8070884,s,l,
2882.87000,0.10100000,1647777951.9058704,s,l,
2880.82000,0.00711408,1647777966.709069,s,m,
2881.59000,0.01055384,1647777966.7150445,b,m,
2880.83000,0.00809985,1647777968.8820567,s,m,
2881.28000,0.00415702,1647777968.8933542,b,m,
2881.43000,0.01791614,1647777970.9611979,s,m,
2880.96000,0.31018922,1647777981.2631981,b,l,
2880.96000,0.05655269,1647777981.265103,b,l,
2880.96000,0.08825809,1647777981.2666426,b,l,
2880.43000,0.00564972,1647777991.2990098,b,m,
2879.34000,0.09900000,1647777996.0368187,s,l,
2879.33000,0.01041172,1647777996.038584,s,l,
2879.33000,0.10300000,1647777996.0398066,s,l,
2878.99000,0.04688932,1647777996.3528066,s,l,
2878.71000,0.68311068,1647777996.354059,s,l,
2878.71000,0.58807444,1647777996.4833548,s,m,
2878.44000,0.02901263,1647777996.4850543,s,m,
2878.40000,0.40072655,1647777996.4866261,s,m,
2878.37000,0.37974106,1647777996.4876642,s,m,
2878.31000,0.03473400,1647777996.4887471,s,m,
2877.95000,0.01508078,1647777996.4898596,s,m,
2877.91000,0.01042229,1647777996.4911976,s,m,
2877.66000,0.01700952,1647777996.4929018,s,m,
2877.60000,0.01976989,1647777996.4943216,s,m,
2877.55000,0.00542884,1647777996.4956133,s,m,
2877.55000,0.00879113,1647777996.4974928,s,m,
2877.26000,4.99120887,1647777996.4987142,s,m,
2877.26000,0.50000000,1647777996.5006988,s,m,
2877.26000,0.06246111,1647777996.6096144,s,l,
2877.26000,0.02970000,1647777996.6233044,s,l,
2877.12000,0.02970000,1647777997.450789,s,l,
2877.12000,0.03628354,1647777997.768919,s,l,
2877.06000,20.84589274,1647777997.7701728,s,l,
2877.03000,0.06526377,1647777997.7715888,s,l,
2877.00000,26.43655995,1647777997.7736788,s,l,
2877.00000,23.56344005,1647777997.8113415,s,l,
2877.00000,1.00000000,1647777997.8133528,s,l,
2877.00000,0.02000000,1647777997.8155906,s,l,
2876.88000,0.01438197,1647777997.81749,s,l,
2876.36000,2.00000000,1647777997.8195481,s,l,
2876.01000,0.05204770,1647777997.821608,s,l,
2875.64000,0.72490716,1647777997.8229635,s,l,
2875.51000,0.00760000,1647777997.8248591,s,l,
2875.50000,0.02598113,1647777997.8268974,s,l,
2875.48000,0.00258737,1647777997.82868,s,l,
2875.42000,0.01330104,1647777997.8298502,s,l,
2875.11000,0.00606495,1647777997.8311005,s,l,
2875.00000,3.00000000,1647777997.8332932,s,l,
2875.00000,5.00000000,1647777997.8354123,s,l,
2875.00000,15.00000000,1647777997.8383837,s,l,
2875.00000,3.71718226,1647777997.8413832,s,l,
2875.00000,1.86430000,1647777997.8426042,s,l,
2875.00000,0.20000000,1647777997.8438632,s,l,
2874.71000,0.01366016,1647777997.8452792,s,l,
2874.66000,0.00893032,1647777997.8466983,s,l,
2874.61000,0.52918284,1647777997.8480074,s,l,
2874.23000,0.03514341,1647777997.9868743,s,l,
2874.15000,0.01046891,1647777997.9886208,s,l,
2873.96000,0.72613232,1647777997.9898453,s,l,
2873.93000,4.00000000,1647777997.9908197,s,l,
2873.74000,0.08656083,1647777997.9925613,s,l,
2873.49000,0.03478902,1647777997.993459,s,l,
2873.16000,0.00871339,1647777997.994546,s,l,
2872.99000,1.34581125,1647777997.9956167,s,l,
2872.95000,0.00175836,1647777997.9968588,s,l,
2872.81000,0.05390251,1647777997.9980154,s,l,
2872.81000,0.01589000,1647777998.001754,s,l,
2872.81000,0.27721856,1647777998.0055616,s,m,
2872.80000,0.00120000,1647777998.0081983,s,m,
2872.80000,0.00840000,1647777998.0098627,s,m,
2872.68000,0.01917497,1647777998.0109184,s,m,
2872.55000,0.04580438,1647777998.0121799,s,m,
2872.55000,0.30231837,1647777998.0147665,s,m,
2872.54000,0.00443723,1647777998.016209,s,m,
2872.49000,0.31000000,1647777998.017751,s,m,
2872.34000,0.03144649,1647777998.0196505,s,m,
2872.34000,0.02242651,1647777998.1526182,s,m,
2872.00000,0.22757349,1647777998.1549733,s,m,
2872.00000,0.25000000,1647777998.1570873,s,m,
2874.51000,0.83009974,1647777998.2201824,b,l,
2872.39000,0.21241172,1647777999.2172484,s,l,
2872.01000,0.34710776,1647777999.2185218,s,l,
2872.00000,0.52242651,1647777999.2200868,s,l,
2871.92000,0.03895180,1647777999.2215261,s,l,
2871.84000,0.01469977,1647777999.2234433,s,l,
2871.68000,0.02172126,1647777999.224499,s,l,
2871.68000,0.00840000,1647777999.225981,s,l,
2871.65000,0.00585683,1647777999.2279024,s,l,
2871.40000,0.01739034,1647777999.2291906,s,l,
2871.00000,1.74155346,1647777999.230634,s,l,
2870.95000,0.00349335,1647777999.231854,s,l,
2870.84000,7.06598720,1647777999.232939,s,l,
2872.35000,0.09100000,1647777999.9672568,s,l,
2872.02000,0.09000000,1647777999.9688075,s,l,
2872.02000,0.51819137,1647777999.9699197,s,l,
2871.67000,0.01042900,1647777999.971323,s,l,
2870.85000,4.03000000,1647777999.9723382,s,l,
2870.84000,5.26037963,1647777999.9735289,s,l,
2872.48000,3.41541570,1647778000.384897,s,l,
2872.53000,0.06476197,1647778000.9426835,s,l,
2872.58000,0.93386185,1647778001.1176422,s,l,
2872.88000,0.16154374,1647778001.790593,b,l,
2872.89000,0.29671314,1647778001.7918196,b,l,
2872.89000,0.42928686,1647778001.8895085,b,l,
2874.50000,0.04800000,1647778002.331204,b,l,
2875.00000,0.07728830,1647778002.8125615,b,l,
2875.46000,0.05071170,1647778002.8137844,b,l,
2878.49000,0.18344614,1647778032.308181,s,l,
2878.63000,0.15236049,1647778032.7537282,s,l,
2880.50000,0.32176913,1647778037.5356047,b,l,
2880.50000,2.47236864,1647778037.546233,b,l,
